_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1158759,4154941,2017.0,2021.0,1937.0,PRIVATE,12,Toronto-St. Paul's,5 CLAXTON BLVD,3,18,2021-10-26,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,,3.0,4.0,4.0,5.0,4.0,3.0,3.0,,5.0,,,S1229,43.687110735699996,-79.4206390043,311182.429,4838353.676
1158760,4154957,2017.0,2021.0,1947.0,PRIVATE,12,Toronto-St. Paul's,113 VAUGHAN RD,3,12,2021-10-26,68,Evaluation needs to be conducted in 2 years,13,4.0,4.0,4.0,3.0,,3.0,,4.0,,,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,S1229,43.684381110699995,-79.4210952142,311145.925,4838050.37
1158761,4154931,2017.0,2021.0,1956.0,PRIVATE,12,Toronto-St. Paul's,21 TICHESTER RD,12,117,2021-10-26,74,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,S1230,43.68567521600001,-79.416929405,311481.385,4838195.429
1158762,4153895,2017.0,2021.0,1931.0,PRIVATE,12,Toronto-St. Paul's,404 SPADINA RD,4,31,2021-10-26,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,S1230,43.6882314978,-79.4129731553,311800.342,4838478.817
1158763,4154144,2017.0,2021.0,1975.0,SOCIAL HOUSING,15,Don Valley West,23 THORNCLIFFE PARK DR,6,77,2021-10-26,73,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,,N1533,43.7031497325,-79.3474623763,317078.572,4840143.732
1158764,4153399,2017.0,2021.0,1982.0,PRIVATE,10,Spadina-Fort York,20 ST PATRICK ST,15,256,2021-10-26,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1024,43.6509721376,-79.3893617427,313709.312,4834341.702
1158765,4153689,2017.0,2021.0,1958.0,PRIVATE,19,Beaches-East York,485 KINGSTON RD,9,115,2021-10-26,85,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,,S1938,43.6770057778,-79.3030883867,320661.82899999997,4837246.744
1158766,4153140,2017.0,2021.0,1970.0,PRIVATE,10,Spadina-Fort York,798 RICHMOND ST W,13,525,2021-10-26,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,S1028,43.6451383038,-79.4098140977,312060.214,4833691.505
1158767,4154204,2017.0,2021.0,1954.0,PRIVATE,15,Don Valley West,888 EGLINTON AVE E,3,18,2021-10-26,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,,N1529,43.7139541156,-79.364465297,315706.209,4841341.723
1158768,4154202,2017.0,2021.0,1954.0,PRIVATE,15,Don Valley West,894 EGLINTON AVE E,4,44,2021-10-26,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1529,43.71415005,-79.3634434361,315788.515,4841363.6280000005
1158769,4154501,2019.0,2021.0,1957.0,PRIVATE,8,Eglinton-Lawrence,91 NEPTUNE DR,3,12,2021-10-26,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,,N0823,43.7317413513,-79.43816993680001,309765.49600000004,4843310.737
1158770,4156512,2017.0,2021.0,1964.0,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2021-10-26,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,,N0625,43.744572133599995,-79.4939808701,305269.36699999997,4844734.321
1158771,4155684,2017.0,2021.0,1964.0,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2021-10-26,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0625,43.7447007322,-79.4945628574,305222.49199999997,4844748.606000001
1158772,4156484,2017.0,2021.0,1965.0,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2021-10-26,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0625,43.7434121512,-79.49453969449999,305224.364,4844605.449
1158773,4155677,2017.0,2021.0,1965.0,PRIVATE,6,York Centre,39 BROOKWELL DR,4,57,2021-10-26,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0625,43.7438340807,-79.4945341178,305224.811,4844652.324
1158774,4154704,2017.0,2021.0,1958.0,PRIVATE,18,Willowdale,11 CHURCHILL AVE,3,17,2021-10-26,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N1824,43.7734165941,-79.4148210265,311641.756,4847942.3
1158775,4152902,2017.0,2021.0,1938.0,PRIVATE,4,Parkdale-High Park,2553 BLOOR ST W,3,22,2021-10-26,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,3.0,,S0430,43.6475469436,-79.4904303476,305556.356,4833955.443
1158776,4154717,2017.0,2021.0,1970.0,PRIVATE,18,Willowdale,5754 YONGE ST,12,118,2021-10-26,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1822,43.7833043666,-79.4169610775,311468.369,4849040.654
1158777,4154255,2017.0,2021.0,1963.0,PRIVATE,7,Humber River-Black Creek,3345 WESTON RD,4,57,2021-10-26,82,Evaluation needs to be conducted in 2 years,19,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0728,43.7438256262,-79.53997148100001,301565.156,4844652.213
1158778,4153834,2017.0,2021.0,1967.0,PRIVATE,15,Don Valley West,241 REDPATH AVE,12,46,2021-10-25,61,Evaluation needs to be conducted in 1 year,18,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,2.0,3.0,4.0,3.0,1.0,3.0,,N1526,43.71148813,-79.393866958,313337.085,4841065.338
1158779,4153864,2017.0,2021.0,1941.0,PRIVATE,15,Don Valley West,3 DU MAURIER BLVD,4,37,2021-10-25,89,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,,5.0,,,N1525,43.7256008055,-79.4018955473,312688.515,4842631.402
1158780,4153866,2017.0,2021.0,1941.0,PRIVATE,15,Don Valley West,2 DU MAURIER BLVD,4,28,2021-10-25,88,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,,N1525,43.7259246541,-79.4020447269,312676.45399999997,4842667.366
1158781,4154081,2017.0,2021.0,1968.0,PRIVATE,19,Beaches-East York,1501 WOODBINE AVE,20,304,2021-10-25,78,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,,S1926,43.6999168963,-79.3180366606,319450.968,4839789.37
1158782,4154490,2017.0,2021.0,1962.0,PRIVATE,8,Eglinton-Lawrence,437 GLEN PARK AVE,4,43,2021-10-25,88,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,5.0,5.0,5.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,N0826,43.70751376729999,-79.4552760493,308388.845,4840618.272
1158783,4154491,2017.0,2021.0,1962.0,PRIVATE,8,Eglinton-Lawrence,435 GLEN PARK AVE,4,42,2021-10-25,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,3.0,,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,,N0826,43.7077057177,-79.4544291704,308457.083,4840639.629
1158784,4451371,2018.0,2021.0,2017.0,PRIVATE,17,Don Valley North,123 PARKWAY FOREST DR,20,188,2021-10-25,92,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,N1730,43.774674387,-79.341855514,317528.543,4848086.948
1158785,4154813,2017.0,2021.0,1967.0,PRIVATE,17,Don Valley North,110 PARKWAY FOREST DR,17,216,2021-10-25,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,N1730,43.774135898900006,-79.3429451779,317427.784,4848030.635
1158786,4153870,2017.0,2021.0,1959.0,PRIVATE,15,Don Valley West,56 RANLEIGH AVE,4,74,2021-10-25,91,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,,N1525,43.7282518882,-79.4012252952,312742.165,4842925.987
1158787,4153865,2017.0,2021.0,1941.0,PRIVATE,15,Don Valley West,5 DU MAURIER BLVD,4,41,2021-10-25,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,5.0,3.0,,N1525,43.725849397,-79.401345968,312732.762,4842659.072
1158788,4154250,2017.0,2021.0,1962.0,PRIVATE,7,Humber River-Black Creek,137 LINDYLOU RD,7,114,2021-10-25,81,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0727,43.7488905549,-79.5504144221,300694.74600000004,4845165.695
1158789,4156631,2017.0,2021.0,1970.0,PRIVATE,19,Beaches-East York,75 HALSEY AVE,11,139,2021-10-25,83,Evaluation needs to be conducted in 2 years,20,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,S1927,43.6991544673,-79.2978100309,321081.471,4839708.388
1158790,4153353,2017.0,2021.0,1956.0,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,2021-10-25,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,3.0,,S1234,43.679816139399996,-79.4306015887,310379.87100000004,4837542.546
1158791,4155021,2017.0,2021.0,1971.0,PRIVATE,12,Toronto-St. Paul's,300 WINNETT AVE,4,35,2021-10-24,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,2.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1223,43.691627521,-79.434491531,310065.019,4838855.446
1158792,4156287,2017.0,2021.0,1930.0,PRIVATE,12,Toronto-St. Paul's,2 CONNAUGHT CRCL,3,15,2021-10-24,73,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S1229,43.6887249387,-79.42557923300001,310769.358,4838520.745
1158793,4155448,2017.0,2021.0,1965.0,PRIVATE,1,Etobicoke North,20 SANAGAN RD,5,86,2021-10-23,62,Evaluation needs to be conducted in 1 year,19,4.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,,W0124,43.738497055799996,-79.5771085604,298573.456,4844062.39
1158794,4154296,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,42 GULLIVER RD,7,60,2021-10-23,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0529,43.6991175978,-79.4785706748,306511.73600000003,4839684.778
1158795,4155992,2017.0,2021.0,1972.0,PRIVATE,5,York South-Weston,2450 WESTON RD,27,214,2021-10-22,77,Evaluation needs to be conducted in 2 years,20,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,W0521,43.7075252004,-79.5347078156,301987.342,4840619.345
1158796,4155162,2018.0,2021.0,1968.0,PRIVATE,5,York South-Weston,2360 WESTON RD,6,52,2021-10-22,93,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,W0524,43.7058930244,-79.5316964663,302229.95399999997,4840437.92
1158797,4155163,2017.0,2021.0,1963.0,PRIVATE,5,York South-Weston,2336 WESTON RD,10,69,2021-10-22,89,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,W0524,43.705579903,-79.53098482600001,302287.028,4840404.065
1158798,4155166,2018.0,2021.0,1961.0,PRIVATE,5,York South-Weston,2278 WESTON RD,4,33,2021-10-22,89,Evaluation needs to be conducted in 3 years,15,5.0,4.0,5.0,3.0,5.0,4.0,,5.0,,,4.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,,W0524,43.704711986199996,-79.529254423,302426.713,4840306.64
1158799,4153029,2017.0,2021.0,1962.0,PRIVATE,4,Parkdale-High Park,200 JAMESON AVE,12,100,2021-10-22,92,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,S0436,43.639820653,-79.4374576953,309830.477,4833098.817
1158800,4155589,2017.0,2021.0,1971.0,TCHC,4,Parkdale-High Park,245 DUNN AVE,20,384,2021-10-22,71,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,S0436,43.640216059,-79.433778346,310127.038,4833143.912
1158801,4153401,2017.0,2021.0,1979.0,TCHC,10,Spadina-Fort York,168 JOHN ST,7,180,2021-10-22,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,S1024,43.650240258500006,-79.39150337390001,313520.724,4834252.341
1158802,4154249,2017.0,2021.0,1966.0,PRIVATE,7,Humber River-Black Creek,10 JAYZEL DR,7,90,2021-10-22,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,W0727,43.74934036609999,-79.5494302616,300803.693,4845265.279
1158803,4155154,2017.0,2021.0,1957.0,PRIVATE,5,York South-Weston,2263 WESTON RD,4,34,2021-10-22,84,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,4.0,,W0524,43.7048289088,-79.5282351349,302508.86699999997,4840319.597
1158804,4154447,2017.0,2021.0,1959.0,PRIVATE,6,York Centre,25 SEELEY DR,4,71,2021-10-21,87,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,N0627,43.7415574676,-79.4934448562,305312.55100000004,4844399.414
1158805,4154446,2017.0,2021.0,1959.0,PRIVATE,6,York Centre,27 SEELEY DR,5,71,2021-10-21,89,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,N0627,43.7411213027,-79.4918224235,305443.231,4844350.972
1158806,4155182,2017.0,2021.0,1970.0,PRIVATE,5,York South-Weston,797 JANE ST,12,93,2021-10-21,88,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,W0539,43.6740732037,-79.4944079231,305235.286,4836902.29
1158807,4155197,2017.0,2021.0,1973.0,PRIVATE,5,York South-Weston,890 JANE ST,15,146,2021-10-21,91,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,,W0534,43.6765889645,-79.49634895770001,305078.753,4837181.778
1158808,4155198,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,898 JANE ST,8,63,2021-10-21,91,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,W0534,43.6776538886,-79.49672691939999,305048.27,4837300.091
1158809,4155199,2017.0,2021.0,1968.0,PRIVATE,5,York South-Weston,900 JANE ST,5,40,2021-10-21,88,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,,W0534,43.6782330421,-79.4969313119,305031.787,4837364.433
1158810,4154304,2017.0,2021.0,1950.0,PRIVATE,5,York South-Weston,2417 KEELE ST,3,12,2021-10-21,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,5.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0523,43.7099657266,-79.4779872702,306558.457,4840889.976
1158811,4154354,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,2418 KEELE ST,3,11,2021-10-21,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,5.0,3.0,3.0,3.0,,2.0,,3.0,2.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0526,43.710013521099995,-79.4787756914,306494.919,4840895.271000001
1158812,4156620,2017.0,2021.0,1950.0,PRIVATE,16,Don Valley East,1 WINGREEN CRT,3,11,2021-10-21,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,N1624,43.7388622795,-79.3416192822,,
1158813,4156619,2017.0,2021.0,1965.0,PRIVATE,16,Don Valley East,2 WINGREEN CRT,3,11,2021-10-21,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,,N1624,43.73952173520001,-79.342024827,,
1158814,4285160,2018.0,2021.0,1950.0,PRIVATE,16,Don Valley East,3 WINGREEN CRT,3,11,2021-10-21,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,N1624,43.7389485514,-79.3418652477,,
1158815,4156613,2017.0,2021.0,1965.0,PRIVATE,16,Don Valley East,8 WINGREEN CRT,3,11,2021-10-21,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,,4.0,,4.0,4.0,,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,,N1624,43.739178679,-79.3433554999,,
1158816,4155216,2017.0,2021.0,1962.0,PRIVATE,3,Etobicoke-Lakeshore,765 BROWNS LINE,5,24,2021-10-21,84,Evaluation needs to be conducted in 2 years,16,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,,W0331,43.6083356867,-79.5473887151,300958.963,4829600.237
1158817,4154042,2017.0,2021.0,1959.0,PRIVATE,19,Beaches-East York,508 DAWES RD,4,66,2021-10-21,66,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,2.0,3.0,,3.0,3.0,,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,,S1927,43.704145763,-79.298173276,321151.291,4840256.044
1158818,4152900,2017.0,2021.0,1955.0,PRIVATE,4,Parkdale-High Park,101 COE HILL DR,3,47,2021-10-21,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,2.0,3.0,,4.0,,,3.0,3.0,5.0,5.0,4.0,4.0,,4.0,4.0,,S0430,43.6418182703,-79.4734954381,306922.776,4833319.267
1158819,4156020,2017.0,2021.0,1960.0,PRIVATE,16,Don Valley East,11 ROCHEFORT DR,3,64,2021-10-21,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,,N1630,43.718077388000005,-79.335977623,317970.536,4841814.969
1158820,4154243,2017.0,2021.0,2008.0,TCHC,7,Humber River-Black Creek,1900 SHEPPARD AVE W,4,27,2021-10-21,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,4.0,W0732,43.740025128,-79.509714967,304001.81,4844230.158
1158821,4153334,2017.0,2021.0,1993.0,SOCIAL HOUSING,12,Toronto-St. Paul's,339 ALBANY AVE,4,42,2021-10-21,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1236,43.6754298022,-79.4139451731,311723.405,4837056.473
1158822,4154448,2017.0,2021.0,1959.0,PRIVATE,6,York Centre,18 SEELEY DR,5,99,2021-10-21,88,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,3.0,,N0627,43.74138175,-79.49430188310001,305243.523,4844379.888
1158823,4154449,2017.0,2021.0,1959.0,PRIVATE,6,York Centre,24 SEELEY DR,4,100,2021-10-21,88,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,,N0627,43.7406632771,-79.4927548873,305368.127,4844300.0819999995
1158824,4154712,,2021.0,,PRIVATE,18,Willowdale,300 FINCH AVE W,4,30,2021-10-21,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,N1822,43.7744429688,-79.4417362415,309474.924,4848054.466
1158825,4155478,2017.0,2021.0,1967.0,PRIVATE,3,Etobicoke-Lakeshore,2335 LAKE SHORE BLVD W,8,132,2021-10-21,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0336,43.616601956400004,-79.4868558725,305845.225,4830517.654
1158826,4153922,2018.0,2021.0,1929.0,PRIVATE,12,Toronto-St. Paul's,57 LAWTON BLVD,4,12,2021-10-21,66,Evaluation needs to be conducted in 2 years,14,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,S1232,43.691956596000004,-79.39570523,313191.661,4838895.195
1158827,4154710,2017.0,2021.0,1959.0,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2021-10-21,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,N1822,43.7746707581,-79.44071358560001,309557.229,4848079.829
1158828,4154711,2020.0,2021.0,1962.0,PRIVATE,18,Willowdale,296 FINCH AVE W,4,30,2021-10-21,81,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1822,43.7745588068,-79.4412316023,309515.538,4848067.363
1158829,4153402,2017.0,2021.0,1991.0,TCHC,10,Spadina-Fort York,22 MC CAUL ST,11,139,2021-10-21,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,S1024,43.651220216400006,-79.3904825858,313618.859,4834369.14
1158830,4154465,2017.0,2021.0,1970.0,TCHC,7,Humber River-Black Creek,3680 KEELE ST,3,238,2021-10-21,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,W0731,43.753748768,-79.48953565,305627.036,4845754.8
